Symbol	NCBI_TaxID
ATP2A1	9615
TMEM238L	9606
CRIP1	9606
CD24	9606
RARG	9606
EI24	9606
DMPK	9606
TMF1	9606
EPB41L3	9606
PCGF2	9606
BMI1	9606
MAP3K20	9615
AIMP2	9615
GRAMD4	9615
HSF4	9615
CIAPIN1	9615
BOK	9615
CIT	9615
cx3cl1	9615
NTRK1	9615
HMOX1	9615
SHISA5	9615
MSX1	9615
Madh3	9615
LEF1	9615
ARL6IP5	9615
POLB	9615
BAD	9615
RNF41	9615
HIP1	9615
PDPK1	9615
STK11	9615
FOSL2	9615
MELK	9615
TMEM79	9615
EBAG9	9615
KANK2	9615
PTEN	9615
THEM4	9615
TP53	9615
ZFP36L1	9615
A0A8I3NBV4	9615
bcl-xL	9615
ANGPT1	9615
PPARGC1A	9615
BRCA1	9615
PPM1F	9615
ERBB3	9615
LGALS12	9615
DMPK	9615
CHEK2	9615
SLIT3	9615
FLCN	9615
CECR2	9615
GSKIP	9615
RBM14	9615
DAP3	9615
EGLN3	9615
ERO1A	9615
FOXO3	9615
A0A8I3N362	9615
NR2E1	9615
CIDEC	9615
CRYAB	9615
CDKN1B	9615
COL6A1	9615
CIDEB	9615
ADORA2A	9615
RAD9A	9615
EPHA7	9615
GZMB	9615
TRAF2	9615
TNF	9615
ARF6	9615
SAV1	9615
PERP	9615
AIPL1	9615
ANGPTL4	9615
PALB2	9615
A0A8I3MPI3	9615
ELMO3	9615
LOC481849	9615
RRP8	9615
LOC102154094	9615
p53	9615
SORT1	9615
PIDD1	9615
ERRFI1	9615
FGF10	9615
PSEN1	9615
NAIF1	9615
ATG5	9615
IL6	9615
SMAD4	9615
CIDEA	9615
PDIA3	9615
ADARB1	9615
TFPT	9615
TMEM238L	9615
YAP1	9615
CRADD	9615
BCL11B	9615
BCL10	9615
RACK1	9615
MSH6	9615
WNT11	9615
XAF1	9615
A0A8I3MN01	9615
MDM2	9615
PRF1	9615
DNAJA3	9615
CAPN3	9615
NUPR1	9615
TGFBR2	9615
HAND2	9615
LOC119863920	9615
GATA1	9615
DAPK1	9615
NEFL	9615
ALKBH7	9615
COA8	9615
DDIT3	9615
IL1A	9615
IRF1	9615
SGPL1	9615
EYA2	9615
SLC1A1	9615
ABL1	9615
CHI3L1	9615
SRGN	9615
DNASE1	9615
IFT57	9615
CTTN	9615
XKR8	9615
DLC1	9615
BCL3	9615
OXR1	9615
SFRP2	9615
CD70	9615
ATAD5	9615
A0A8I3QT53	9615
AKAP1	9615
INHBB	9615
TCIRG1	9615
INHBA	9615
ELMO2	9615
LOC106558132	9615
KAT5	9615
FAIM2	9615
SCRIB	9615
CHST11	9615
PHLDA3	9615
PMAIP1	9615
TSC2	9615
COMMD3	9615
HIC1	9615
PPIA	9615
A0A8I3P0X2	9615
HK2	9615
KCNQ3	9615
ZPR1	9615
DIDO1	9615
TFAP2B	9615
IGFBP3	9615
PIM2	9615
NOTCH2	9615
SPG11	9615
VPS54	9615
GLI3	9615
RPS3	9615
EPHA2	9615
IER3	9615
TIGAR	9615
EP300	9615
MAP3K7	9615
PMP22	9615
MYOCD	9615
MSH2	9615
NFATC4	9615
TRAF7	9615
CASP8	9615
LOC100688969	9615
TNFAIP8	9615
TAF10	9615
EDNRA	9615
SFRP1	9615
ZNF622	9615
TNFRSF9	9615
GPER1	9615
TIMM50	9615
TAX1BP1	9615
LHX3	9615
NOTCH1	9615
A0A8I3N5H2	9615
TRIM21	9615
ACAA2	9615
PDCL3	9615
NKX3-1	9615
ATG4D	9615
TRPC5	9615
CASP3	9615
PDK1	9615
MEGF10	9615
A0A8I3QBL2	9615
A0A8I3RXZ7	9615
NRADD	9615
VDAC2	9615
DAB2IP	9615
TNFRSF11B	9615
BIRC4	9615
LOC102152873	9615
BMF	9615
Pdx-1	9615
ZNF385A	9615
GGCT	9615
ERBB4	9615
USP53	9615
FNIP1	9615
ACVR1B	9615
CEBPB	9615
NLRP1	9615
A0A8I3S0H7	9615
ETV6	9615
PPP2R1B	9615
MAP2K4	9615
VDAC1	9615
BRSK2	9615
AKTIP	9615
PPP1R15A	9615
RHOA	9615
PRKCB	9615
BLCAP	9615
DFFA	9615
CD27	9615
C19orf12	9615
TBX2	9615
IL12A	9615
GSDME	9615
TMF1	9615
USP47	9615
CAPN10	9615
HMGB2	9615
PYGL	9615
MARCKS	9615
RYR2	9615
PAWR	9615
AHCYL1	9615
IL2	9615
NAE1	9615
UMOD	9615
CHEK1	9615
SOX9	9615
APP	9615
WWOX	9615
PARP2	9615
ZMPSTE24	9615
A0A8I3P8S6	9615
PARP1	9615
API5	9615
BABAM2	9615
NCSTN	9615
LMBR1L	9615
ATOH1	9615
Q075B4	9615
CD5	9615
SH3GLB1	9615
CITED1	9913
AGAP2	9913
PARP2	9913
G3N0R6	9913
CTSL	9913
CTNNB1	9913
PDCL3	9913
MLLT11	9913
DEDD2	9913
PDCD10	9913
BCL2L14	9913
SMAD3	9913
POU4F1	9913
NDUFS1	9913
Q0VCL9	9913
ATG3	9913
NOTCH2	9913
APIP	9913
TPX2	9913
FASLG	9913
DAP3	9913
BOK	9913
BEX3	9913
GAPDH	9913
PRELID1	9913
CHAC1	9913
DLX1	9913
ATN1	9913
ETV6	9913
NOL3	9913
RHOB	9913
MMP9	9913
DFFA	9913
SFN	9913
TP53	9913
ATF4	9913
HIP1	9913
PPIF	9913
WNT5A	9615
BIK	9615
SELENOK	9615
IKBKE	9615
A0A8I3MAL8	9615
KIT	9615
BLOC1S2	9615
BMPR2	9615
P2RX4	9615
ATG3	9615
COL6A2	9615
ECSCR	9615
VDR	9615
LOC106560188	9615
NDUFA13	9615
ELL3	9615
SENP1	9615
ADAR	9615
JAK2	9615
A0A8I3NVG7	9615
POU4F3	9615
RRN3	9615
CRKL	9615
TMTC4	9615
SHC4	9615
MLLT11	9615
ZDHHC3	9615
CUL1	9615
STK3	9615
A0A8I3PU06	9615
ATF4	9615
HOXA13	9615
CTSL	9615
epo	9615
LOC106558049	9615
IL18	9615
BHLHE23	9615
A0A8I3PEL8	9615
CYCS	9615
IFNG	9615
APIP	9615
COL4A3	9615
CD2AP	9615
FAP	9615
AGAP2	9615
DDB1	9615
FZD5	9615
MTFP1	9615
E2F2	9615
ITPR1	9615
PPP1R13B	9615
PDK2	9615
GBA	9615
PPIF	9615
NDUFS1	9615
TRAF3IP2	9615
HELLS	9615
BCL2L13	9615
NBN	9615
PCGF2	9615
PLSCR1	9615
EMP1	9615
CTNNB1	9615
FASTKD2	9615
IRF3	9615
TEX11	9615
KCNJ8	9615
COL6A3	9615
RB1CC1	9615
TNFRSF18	9615
FOXO1	9615
DPP9	9615
VPS35	9615
CCN1	9615
BCL2L14	9615
ADA	9615
FGF8	9615
SKIL	9615
NR4A2	9615
DDX47	9615
A0A8I3PK62	9615
PAK5	9615
TP63	9615
PDE3A	9615
KITLG	9615
LAMP1	9615
PIGT	9615
FGFR3	9615
PJVK	9615
IL7	9615
TGFBR1	9615
TP53INP1	9615
SHH	9615
Bdkrb2	9615
PKN1	9615
DIABLO	9615
GDF6	9615
NOX1	9615
MCM2	9615
DYRK2	9615
CD248	9615
A0A8I3NQC7	9615
SLIT2	9615
HIF1A	9615
PXMP2	9615
KREMEN1	9615
GDF5	9615
A0A8I3ME71	9615
LOC100683724	9615
SPI1	9615
PYCARD	9615
TP53BP2	9615
SLC25A4	9615
HEY2	9615
ELMO1	9615
RBM10	9615
PDCD10	9615
MAP1S	9913
TNFRSF9	9913
PAK5	9913
BCL2L12	9913
BAG6	9913
TGFB1	9913
TP73	9913
ITPR1	9913
AIPL1	9913
TAX1BP1	9913
CRADD	9913
SMAD4	9913
PDCD2	9913
ECSCR	9913
GADD45G	9913
ATG9A	9913
TP53INP1	9913
DDIT4	9913
PAK1	9913
FOXC2	9913
STK25	9913
MEF2C	9913
BARHL1	9913
FHIT	9913
DNASE1	9913
IFNG	9913
HINT2	9913
TRAF2	9913
CASP13	9913
FAM32A	9913
CHEK1	9913
BRCA2	9913
NAE1	9913
ADAMTS20	9913
BMF	9913
THEM4	9913
ERN2	9913
PKN1	9913
EP300	9913
NFATC4	9913
NFKBIZ	9913
TYRO3	9913
IGFBP3	9913
RRN3	9913
GPX1	9913
BRAT1	9913
MIEN1	9913
GLI3	9913
IKBKE	9913
NBN	9913
NKX3-1	9913
SIRT1	9913
TGFBR2	9913
HINT1	9913
BLCAP	9913
TEX11	9913
PPIA	9913
STK4	9913
ARL6IP5	9913
FKBP8	9913
BNIP1	9913
PRKCA	9913
TNFRSF25	9913
KRT18	9913
BAP1	9913
ABL1	9913
NANOS3	9913
MYBBP1A	9913
IVNS1ABP	9913
EYA1	9913
CASP8	9913
MDM2	9913
EDA2R	9913
PIM2	9913
SH3GLB1	9913
MAP3K20	9913
SYCE3	9913
GGCT	9913
UBE2D3	9913
CDK5RAP3	9913
HAND2	9913
UNC5C	9913
BMI1	9913
PSEN1	9913
TRIB3	9913
MSX1	9913
BCAP29	9913
SIX1	9913
CLU	9913
XIAP	9913
NR2E1	9913
KRAS	9913
RAF1	9913
SYNGAP1	9913
WWOX	9913
MFSD10	9913
PIGT	9913
QRICH1	9913
INHBA	9913
RMDN3	9913
IER3	9913
BCL10	9913
TIGAR	9913
MARCKS	9913
ATG5	9913
GSKIP	9913
CDCA7	9913
CASP3	9913
C1D	9913
EBAG9	9913
HOXA13	9913
GATA1	9913
ALDH1A3	9913
RHOT2	9913
RYR2	9913
TMEM258	9913
P2RX4	9913
TMEM79	9913
MAP2K6	9913
XAF1	9913
IFI6	9913
FGF10	9913
Fgf4	9913
KCNIP3	9913
SLC1A1	9913
HNF1B	9913
YBX3	9913
CYCS	9913
CECR2	9913
CHI3L1	9913
ARF6	9913
TIMM50	9913
NAIF1	9913
ITPK1	9913
EGLN3	9913
BHLHE23	9913
COA8	9913
ZFP36L1	9913
SGK1	9913
DAPK3	9913
TAF10	9913
BCL7B	9913
GZMA	9913
GDF5	9913
ERO1A	9913
PARP1	9913
BAK1	9913
BLOC1S2	9913
CKAP2	9913
MSH2	9913
TNFRSF11B	9913
ING5	9913
RNF34	9913
BEX2	9913
HMOX1	9913
DAD1	9913
CASP4	9913
PDIA3	9913
FAP	9913
CTSV	9913
CASP1	9913
EMP2	9913
PRKCD	9913
SGPL1	9913
COL4A3	9913
GDF6	9913
BABAM2	9913
S100A9	9913
S100A8	9913
KRT20	9913
TRAF3IP2	9913
ZC3H12A	9913
NINJ1	9913
CD2AP	9913
TNFRSF6B	9913
RARG	9913
RNF41	9913
FATE1	9913
PPP1R15A	9913
TNFRSF1A	9913
NDUFA13	9913
SFRP1	9913
RTN3	9913
TMF1	9913
SYCP2	9913
EPHA7	9913
RIPK1	9913
SAV1	9913
LGALS1	9913
CDK1	9913
CDKN1B	9913
GZMB	9913
CDKN2A	9913
PRKCB	9913
TRPC5	9913
CSNK2A2	9913
SLC25A6	9913
EDNRA	9913
MYDGF	9913
EPO	9913
AIMP2	9913
GCLM	9913
BCL2L15	9913
SHH	9913
RAPSN	9913
BMP7	9913
CNTFR	9913
NDP	9913
RRP8	9913
KCNQ3	9913
CSNK2A1	9913
APAF1	9913
ELMO2	9913
DNM1L	9913
RAD9A	9913
SKIL	9913
TAOK1	9913
RBM10	9913
POU4F3	9913
MELK	9913
SCRIB	9913
TLR3	9913
OGT	9913
BIRC5	9913
NKX2-6	9913
PGAM5	9913
RHOA	9913
OPA1	9913
CIDEC	9913
TP63	9913
APP	9913
EMP1	9913
NKG7	9913
SCN2A	9913
TCIM	9913
G3MX54	9913
NRADD	9913
ANGPTL4	9913
YAP1	9913
PRF1	9913
A2VDZ5	9913
MEF2A	9913
ELMO1	9913
PYCARD	9913
CLPTM1L	9913
NOC2L	9913
SIK1	9913
NLRP1	9913
RACK1	9913
FASTKD2	9913
LRP5	9913
GSN	9913
TRPM7	9913
SORT1	9913
AKAP1	9913
PCGF2	9913
ZNF622	9913
PDK1	9913
ZMPSTE24	9913
PIM1	9913
BCL2	9913
CYP26B1	9913
GADD45B	9913
EMP3	9913
ZNF259	9913
RB1CC1	9913
JADE1	9913
CLN8	9913
BNIP3	9913
BAG3	9913
ZDHHC16	9913
DNAAF10	9913
DRAM2	9913
MLKL	9913
RFFL	9913
E2F1	9913
VDAC2	9913
RB1	9913
CORO1A	9913
SOX9	9913
FOXO1	9913
CTSC	9913
HEY2	9913
ROCK1	9913
MAP3K7	9913
COL6A3	9913
TNF	9913
DRAXIN	9913
GRAMD4	9913
INHBB	9913
BAX	9913
NEFL	9913
PEG3	9913
DYRK2	9913
SLC5A11	9913
SHISA5	9913
CTSK	9913
EXOC5	9913
IFT57	9913
TFDP1	9913
COL2A1	9913
CIAPIN1	9913
CTSH	9913
WNT5A	9913
ERBB3	9913
TMEM214	9913
CIDEA	9913
A0A3Q1LPH5	9913
NHLH2	9913
STK11	9913
SMNDC1	9913
SHC4	9913
MEGF10	9913
ATAD5	9913
ZNF212	9913
FOSL2	9913
CD248	9913
PDX1	9913
API5	9913
GPAM	9913
CCN1	9913
WNT4	9913
C1QBP	9913
EMC4	9913
KDELR1	9913
RNF152	9913
CASP6	9913
RNF144B	9913
PIDD1	9913
NGFR	9913
VDR	9913
SGMS1	9913
NR4A1	9913
FOXL2	9913
CASP2	9913
TMBIM6	9913
SRGN	9913
SUDS3	9913
FADD	9913
HIPK2	9913
DDX47	9913
PKM	9913
AKTIP	9913
CDKN2D	9913
S100A14	9913
RNF183	9913
TBX2	9913
RRAGA	9913
SFRP2	9913
SPATA2	9913
CHIA	9913
BBC3	9913
TNFRSF18	9913
BCL2L13	9913
CYP1B1	9913
TOPAZ1	9913
PALB2	9913
ADORA2A	9913
ACVR1C	9913
PML	9913
RIPK3	9913
PAWR	9913
PPP1R13B	9913
MADD	9913
PJVK	9913
DAPK2	9913
ERCC6	9913
NLRC4	9913
RBM14	9913
NOA1	9913
ALKBH7	9913
GSDME	9913
BCL2L11	9913
DAXX	9913
RNF186	9913
CIDEB	9913
IFI27L2	9913
RPS3	9913
SMO	9913
DIDO1	9913
BIRC6	9913
MAPK1	9913
KANK2	9606
SIVA1	9606
C19orf12	9606
ATP2A1	9606
SUDS3	9606
TIM18	559292
TCM62	559292
YSP2	559292
KEX1	559292
AIM14	559292
RHO5	559292
CPR3	559292
NMA111	559292
POR1	559292
OYE3	559292
RNY1	559292
SLX5	559292
MCD1	559292
AIF1	559292
BXI1	559292
SDD2	559292
MCA1	559292
YBL055C	559292
PET9	559292
WWM1	559292
Emp1	10116
AABR07032392.1	10116
Bloc1s2	10116
Cfdp1	10116
Tmem238l	10116
Dnaja3	10116
Myd88	10116
Ticam1	10116
Dele1	10116
Bag3	10116
Cycsl2	10116
Sort1	10116
Vegfa	10116
Tesk2	10116
Bcl3	10116
Stambp	10116
Zbp1	10116
Gpam	10116
Nae1	10116
Atad5	10116
FIS1	559292
crt-1	6239
csp-1	6239
csp-3	6239
ash-2	6239
dcr-1	6239
asp-8	6239
asp-7	6239
dap-3	6239
itr-1	6239
vps-41	6239
ire-1	6239
hrg-7	6239
asp-13	6239
nob-1	6239
snx-1	6239
asp-18	6239
swd-2.2	6239
mtp-18	6239
ndx-4	6239
msh-2	6239
mrt-2	6239
F15D4.4	6239
mir-34	6239
scrm-1	6239
fem-2	6239
fis-1	6239
mcd-1	6239
set-16	6239
snx-6	6239
uri-1	6239
eat-3	6239
tra-3	6239
drp-1	6239
dre-1	6239
dpl-1	6239
dlc-1	6239
tbx-2	6239
wdr-5.1	6239
pig-1	6239
siah-1	6239
cad-1	6239
brc-1	6239
bec-1	6239
bar-1	6239
asp-6	6239
asp-5	6239
asp-4	6239
asp-3	6239
asp-2	6239
asp-1	6239
ape-1	6239
akt-1	6239
aex-3	6239
rpn-11	6239
rpn-8	6239
rpn-3	6239
rbx-1	6239
rad-51	6239
utx-1	6239
lgg-1	6239
prmt-5	6239
nhr-67	6239
asp-19	6239
snt-1	6239
dpff-1	6239
sir-2.1	6239
nuc-1	6239
bcl-7	6239
cnt-1	6239
cgh-1	6239
cep-1	6239
ced-13	6239
ced-12	6239
ced-10	6239
ced-7	6239
ced-6	6239
ced-5	6239
ced-4	6239
ced-3	6239
ced-2	6239
crn-7	6239
egl-1	6239
pmk-1	6239
tank-1	6239
pis-1	6239
unc-51	6239
cbp-1	6239
asp-14	6239
cdk-5	6239
cdl-1	6239
ced-1	6239
ced-8	6239
ced-9	6239
ced-11	6239
ces-2	6239
hus-1	6239
hsp-60	6239
hsf-1	6239
csp-2	6239
crn-5	6239
let-70	6239
rbbp-5	6239
asp-12	6239
F20D6.11	6239
PPR30	3702
NSL1	3702
BAK1	3702
EFR	3702
EP1	3702
CRK5	3702
GFA2	3702
UBA2A	3702
AT1G71220	3702
LTP2	3702
ELI3-2	3702
ELI3-1	3702
SHM1	3702
ACD5	3702
LSD6	3702
FBR	3702
MYB108	3702
LAZ5	3702
LSD1	3702
RBP-DR1	3702
LecRK-IX.1	3702
EX1	3702
F6'H1	3702
RPP13	3702
RING1	3702
LRE	3702
CRK20	3702
CRK13	3702
CEP1	3702
NUDT7	3702
CRK4	3702
BZO2H1	3702
XCP2	3702
EX2	3702
ACD1	3702
RIN13	3702
EPC1	3702
EIN2	3702
RPM1	3702
HXK1	3702
UBA2b	3702
NPR1	3702
PLCL1	3702
PAD4	3702
RPP8	3702
TSO2	3702
EDR1	3702
VDD	3702
DELTA-VPE	3702
RRS1	3702
RPS4	3702
LecRK-IX.2	3702
LAZ1	3702
CPR5	3702
RCD1	3702
DM2h	3702
MBD4L	3702
E2F3	3702
BIR1	3702
PBS2	3702
BON1	3702
NDR1	3702
BCS1	3702
AGP4	3702
CRT3	3702
SVN	3702
HXK2	3702
GP ALPHA 1	3702
DND1	3702
EP3	3702
CAD1	3702
mTERF9	3702
PLDDELTA	3702
PCS1	3702
S100a9	10116
Prop1	10116
Gli3	10116
Mllt11	10116
Rock2	10116
E2f2	10116
Srgn	10116
Bnip2	10116
Cd27	10116
Timm50	10116
Sp110	10116
Rps6	10116
Ripk1	10116
Scn2a	10116
MKK5	3702
LSD4	3702
LSD5	3702
RPW8.1	3702
IHR1	3702
NLA	3702
XCP1	3702
EBP	3702
BIR1	559292
TDH2	559292
NUC1	559292
HSP60	559292
LOT6	559292
TDH3	559292
ESP1	559292
PLA2A	3702
CNGC4	3702
UBA2c	3702
RPS5	3702
PEN3	3702
At4g24290	3702
ATG14b	3702
FMO1	3702
RABG3B	3702
PUB17	3702
CRY1	3702
MSL10	3702
NAC089	3702
PDCD5	3702
EDS1	3702
Angpt1	10116
AABR07005775.1	10116
Kcnj8	10116
Nkx2-6	10116
LOC120101052	10116
Stil	10116
Aifm2	10116
Hipk1	10116
Atf7	10116
Pkn1	10116
Cts8	10116
Mapt	10116
Ebf4	10116
Adamtsl4	10116
Pea15	10116
AtWSCP	3702
F54B8.4	6239
MYB30	3702
SERK4	3702
MC8	3702
FBR12	3702
DELTA-OAT	3702
At1g14780	3702
AT3G25070	3702
ATG14a	3702
RPS2	3702
CRT1	3702
CRH1	3702
REM11	3702
HOT5	3702
FSH1	559292
KTI1	3702
Rraga	10116
Nlrp6	10116
Brms1	10116
Dux4	10116
Rnf7	10116
Grik2	10116
Pde6b	10116
Tbx2	10116
Cradd	10116
H19	10116
Zfp110	10116
Tfap2b	10116
Msh6	10116
Tmbim6	10116
Tgfbr1	10116
Gas6	10116
Cdkn2d	10116
Trpc5	10116
Fam32a	10116
GLI3	9606
AXL	9606
IGFBP3	9606
SIX3	9606
NOA1	9606
PANO1	9606
SMAD3	9606
PCSK9	9606
MAP3K20	9606
CTSL	9606
DRAXIN	9606
TRPC5	9606
PPARD	9606
ITCH	9606
HIPK2	9606
IFI27L2	9606
Kdm4a	10090
Casp9	10090
Pak4	10090
Spn	10090
Sox9	10090
Sod2	10090
Sod1	10090
mTP63/iso:DeltaN	10090
Agap2	10090
Ube2z	10090
Ndufs4	10090
Bmx	10090
Atf4	10090
Gsdmc2	10090
App	10090
Aplp1	10090
Gskip	10090
Xbp1	10090
Wt1	10090
Wnt7b	10090
Wnt7a	10090
Wnt5a	10090
Wnt4	10090
Gsdmc3	10090
Vil1	10090
Rbm10	10090
Naip2	10090
Naip1	10090
Naip6	10090
Naip5	10090
Mir17	10090
Mir106b	10090
Ccn1	10090
Tuba1a	10090
Trp53	10090
Ifi27l2a	10090
Cyfip2	10090
Dynlt1b	10090
Edar	10090
Cebpb	10090
Cdk1	10090
Cd5	10090
Cd3e	10090
Cd28	10090
Cd27	10090
Cd24a	10090
Siva1	10090
D1Pas1	10090
Hnf1b	10090
Hnf1a	10090
Apaf1	10090
Babam2	10090
Dedd	10090
Mbd4	10090
Noa1	10090
Mrpl41	10090
Pawr	10090
Mir363	10090
Cadm1	10090
Rbm25	10090
Xrcc4	10090
Inppl1	10090
Rrp8	10090
Pdcd6ip	10090
Rassf7	10090
Mindy3	10090
Gatad2a	10090
Cdca7	10090
Usp53	10090
Kank2	10090
Nae1	10090
Aars1	10090
Msh6	10090
Rfk	10090
Cts6	10090
Sgpl1	10090
Dedd2	10090
Rnf144b	10090
Mir92-1	10090
Mir19b-1	10090
Dynlt1a	10090
Mir668	10090
Slc5a8	10090
Bcl2a1c	10090
Bcl2a1b	10090
Bcl2a1d	10090
Lrp5	10090
Rps6ka2	10090
Sh3kbp1	10090
Adar	10090
Rffl	10090
Mydgf	10090
Melk	10090
Gsdma	10090
Pidd1	10090
Vdac1	10090
Dynlt1c	10090
Vdac2	10090
Khdc1a	10090
Rhot2	10090
Stk25	10090
Rnf183	10090
Taok1	10090
Bmf	10090
Ndufa13	10090
Dram2	10090
Nradd	10090
Psmd9	10090
CTSS	9606
GADD45G	9606
BDKRB2	9606
MLH1	9606
PDE3A	9606
MLKL	9606
CDK5RAP3	9606
SPG11	9606
PDE6B	9606
KRT20	9606
TNFRSF12A	9606
Apc	10090
Itpk1	10090
Nudt2	10090
Stambp	10090
Rtn3	10090
Shh	10090
Shb	10090
Spi1	10090
Lgals7	10090
G0s2	10090
Men1	10090
Plscr1	10090
Pdk2	10090
Spop	10090
Fcer1g	10090
Dio3	10090
Cck	10090
Ctnnb1	10090
Ctnna1	10090
Cers3	10090
Camk2b	10090
Camk2a	10090
Anxa6	10090
Anxa2	10090
S100a8	10090
Btk	10090
Tbx2	10090
Tbx1	10090
Braf	10090
Bmp4	10090
Bmi1	10090
Epha7	10090
Epha2	10090
Rhbdd1	10090
Gper1	10090
Cyp1b1	10090
Cyct	10090
Cycs	10090
Hif1a	10090
Ctsl	10090
Ctsb	10090
Csnk2a2	10090
Csnk2a1	10090
Cryab	10090
Cryaa	10090
Crip1	10090
Hells	10090
Skil	10090
Top2a	10090
Thrb	10090
Thbs1	10090
Tgfbr2	10090
Tgfb3	10090
Tgfb1	10090
Crh	10090
Comp	10090
Atg5	10090
Ifi27	10090
Snca	10090
Ceacam5	10090
Ube2d3	10090
Ghitm	10090
Ypel3	10090
Sharpin	10090
Nupr1	10090
Sfn	10090
Becn1	10090
Acin1	10090
Akt1	10090
Agtr2	10090
Agtr1b	10090
Agtr1a	10090
Agt	10090
Agrn	10090
Dnaja3	10090
Ada	10090
Ube4b	10090
Ppp1r15a	10090
Pak5	10090
Clptm1l	10090
Eda2r	10090
Cd70	10090
Zmat3	10090
Dab2	10090
Ifi208	10090
Gngt1	10090
Gpam	10090
Grk5	10090
Mir18	10090
Mir19b-2	10090
Dmd	10090
Dmpk	10090
Dlx1	10090
Exoc5	10090
Map2k4	10090
Map2k6	10090
Tigar	10090
Ppp1r13b	10090
Kcnq3	10090
Cradd	10090
Cflar	10090
Dcc	10090
Ivns1abp	10090
Slk	10090
Plscr3	10090
Nfkbid	10090
Xkr7	10090
Tmf1	10090
Lims1	10090
Bmp7	10090
Dock1	10090
Trp73	10090
Ctsll3	10090
Fam162a	10090
Ifi211	10090
Phlda1	10090
Ppp2r1b	10090
Bloc1s2	10090
Nlrp6	10090
Ppargc1a	10090
Ppp2r5c	10090
Cln8	10090
Ern2	10090
Foxl2	10090
Ctsj	10090
Aifm1	10090
Mcm2	10090
Cit	10090
Phlpp1	10090
Ifi207	10090
Rb1	10090
Ripk2	10090
Rarg	10090
Rarb	10090
Raf1	10090
Pygl	10090
Ptprc	10090
Tnfrsf9	10090
Six1	10090
Aimp1	10090
Six3	10090
Prdx2	10090
Cacna1a	10090
Ptgis	10090
Sgpp1	10090
Timm50	10090
Cav1	10090
Faf1	10090
Arl6ip1	10090
Ralb	10090
Ctsm	10090
Bcl2a1a	10090
Umod	10090
Lhx3	10090
Esr2	10090
Casp7	10090
Flcn	10090
Cul7	10090
Ppm1k	10090
Prelid1	10090
Pak2	10090
Pak1	10090
P2rx7	10090
Dapl1	10090
Fgf10	10090
Hip1	10090
Mir20b	10090
Mir19a	10090
Adamts20	10090
Mir124a-2	10090
Dynll1	10090
Gcm2	10090
Gsk3b	10090
Mien1	10090
Alkbh7	10090
Aldh1a1	10090
Slc25a4	10090
Zbp1	10090
Gulp1	10090
Ube2b	10090
Musk	10090
Spink2	10090
Fap	10090
Plk3	10090
Snw1	10090
Fosl2	10090
Pdx1	10090
Tnfrsf11b	10090
Bdkrb2	10090
Map3k9	10090
Ctsc	10090
Kcnn4	10090
Fhit	10090
Mapk14	10090
Tnfrsf23	10090
Kcnq2	10090
Pmaip1	10090
Ern1	10090
Zc3h8	10090
Sema6a	10090
Naip7	10090
Jtb	10090
Ube2k	10090
Pcgf2	10090
Angptl4	10090
Gli3	10090
Api5	10090
Atf2	10090
Eya1	10090
Eya2	10090
Brca2	10090
Etv6	10090
Prop1	10090
Bnip1	10090
Bnip2	10090
Bnip3	10090
Fadd	10090
Gabarap	10090
Rassf6	10090
Psmd10	10090
Snai2	10090
Psme3	10090
Chst11	10090
E2f2	10090
Bad	10090
Sav1	10090
Pglyrp1	10090
Axin1	10090
Ndp	10090
Sltm	10090
Cts3	10090
Rnf130	10090
Ncstn	10090
Cul1	10090
Aipl1	10090
Acp2	10090
Abl1	10090
Stk26	10090
Ngb	10090
Sulf1	10090
Trem2	10090
Bnip3l	10090
Muc2	10090
Nek6	10090
Fam3b	10090
Sp110	10090
Mettl21c	10090
TAOK1	9823
SLC5A11	9823
LAMP1	9823
FOXO1	9823
LOC100522842	9823
CCAR2	9823
HIP1	9823
COA8	9823
DAPK3	9823
TMBIM6	9823
SHISA5	9823
POU4F3	9823
PDK2	9823
A0A5G2RHT4	9823
FLCN	9823
CIT	9823
TMEM238L	9823
ACVR1C	9823
RAF1	9823
CECR2	9823
CTNNB1	9823
CHI3L1	9823
SNW1	9823
TNFRSF11B	9823
SCRIB	9823
PPM1F	9823
DYRK2	9823
CHAC1	9823
HINT1	9823
TNFRSF9	9823
PPIA	9823
HAND2	9823
EPHA2	9823
ATM	9823
GDF6	9823
GCLM	9823
WNT11	9823
YBX3	9823
PRF1	9823
GAPDH	9823
CYP1B1	9823
XIAP	9823
SFN	9823
CD70	9823
BIRC5	9823
DDX3X	9823
CLN8	9823
RRP8	9823
NR4A2	9823
MAP3K5	9823
BECN1	9823
LOC100519295	9823
MLLT11	9823
GSDME	9823
EYA1	9823
BMF	9823
ERN2	9823
TYRO3	9823
APIP	9823
RYR2	9823
MYBBP1A	9823
ACAA2	9823
RHOT2	9823
PIM2	9823
ATN1	9823
PALB2	9823
LOC100621347	9823
RB1	9823
YAP1	9823
SIX1	9823
PDIA3	9823
CASP2	9823
DNAJC10	9823
EMP2	9823
HMGB2	9823
PPP1R15A	9823
DDB1	9823
CD5	9823
GSN	9823
BCL2L12	9823
BRAT1	9823
NUPR1	9823
DFFA	9823
LIG4	9823
TRIM21	9823
ADORA2A	9823
NTRK1	9823
F1RHI4	9823
DNM1L	9823
NPC1	9823
BRAF	9823
MLKL	9823
TNFRSF1A	9823
